Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Cumulative vaccine coverage dose1,Vaccine coverage dose1 per day,Mortality rate,Daily mortality rate
Nova Scotia,2021-01-19,1561,4,65,0,0,0,0.6,0.0,4.164,0.0
New Brunswick,2021-01-19,1004,31,13,1,1,0,1.0,0.0,1.295,3.226
Alberta,2021-01-19,118664,670,1484,21,740,1,1.8,0.0,1.251,3.134
Prince Edward Island,2021-01-19,110,2,0,0,0,0,2.6,0.0,0.0,0.0
Yukon,2021-01-19,83,0,1,0,0,0,3.0,0.0,1.205,0.0
Nunavut,2021-01-19,266,0,1,0,0,0,5.4,0.0,0.376,0.0
Northwest Territories,2021-01-19,30,2,0,0,0,0,4.3,0.0,0.0,0.0
New Brunswick,2021-01-20,1025,21,13,0,2,1,1.0,0.0,1.268,0.0
Newfoundland and Labrador,2021-01-20,396,0,4,0,1,0,0.8,0.0,1.01,0.0
Prince Edward Island,2021-01-20,110,0,0,0,0,0,2.6,0.0,0.0,0.0
Nunavut,2021-01-20,266,0,1,0,0,0,5.4,0.0,0.376,0.0
Northwest Territories,2021-01-20,30,0,0,0,0,0,4.3,0.0,0.0,0.0
Nova Scotia,2021-01-20,1564,3,65,0,0,0,0.6,0.0,4.156,0.0
Yukon,2021-01-20,83,0,1,0,0,0,3.0,0.0,1.205,0.0
Alberta,2021-01-20,119336,672,1500,16,744,4,1.8,0.0,1.257,2.381
Saskatchewan,2021-01-20,21112,241,226,4,207,0,1.2,0.0,1.07,1.66
Prince Edward Island,2021-01-21,110,0,0,0,0,0,2.6,0.0,0.0,0.0
Newfoundland and Labrador,2021-01-21,397,1,4,0,1,0,0.8,0.0,1.008,0.0
Yukon,2021-01-21,83,0,1,0,0,0,3.0,0.0,1.205,0.0
Nova Scotia,2021-01-21,1565,1,65,0,0,0,0.6,0.0,4.153,0.0
Nunavut,2021-01-21,266,0,1,0,0,0,5.4,0.0,0.376,0.0
New Brunswick,2021-01-21,1057,32,13,0,3,1,1.0,0.0,1.23,0.0
Northwest Territories,2021-01-21,31,1,0,0,0,0,4.3,0.0,0.0,0.0
Yukon,2021-01-22,83,0,1,0,0,0,3.0,0.0,1.205,0.0
British Columbia,2021-01-22,63903,484,1128,9,315,6,1.7,0.0,1.765,1.86
Prince Edward Island,2021-01-22,110,0,0,0,0,0,2.6,0.0,0.0,0.0
Nunavut,2021-01-22,267,1,1,0,0,0,5.4,0.0,0.375,0.0
Northwest Territories,2021-01-22,31,0,0,0,0,0,4.3,0.0,0.0,0.0
New Brunswick,2021-01-22,1087,30,13,0,5,2,1.0,0.0,1.196,0.0
Nova Scotia,2021-01-22,1570,5,65,0,0,0,0.6,0.0,4.14,0.0
Manitoba,2021-01-22,28299,183,805,5,268,0,1.2,0.0,2.845,2.732
Newfoundland and Labrador,2021-01-22,398,1,4,0,1,0,0.8,0.0,1.005,0.0
Yukon,2021-01-23,83,0,1,0,0,0,9.2,6.2,1.205,0.0
Prince Edward Island,2021-01-23,110,0,0,0,0,0,3.2,0.6,0.0,0.0
Saskatchewan,2021-01-23,21917,274,250,3,197,20,2.0,0.8,1.141,1.095
British Columbia,2021-01-23,64397,494,1128,0,315,0,2.3,0.6,1.752,0.0
New Brunswick,2021-01-23,1104,17,13,0,5,0,1.5,0.5,1.178,0.0
Nunavut,2021-01-23,267,0,1,0,0,0,11.3,5.9,0.375,0.0
Nova Scotia,2021-01-23,1570,0,65,0,0,0,0.8,0.2,4.14,0.0
Newfoundland and Labrador,2021-01-23,398,0,4,0,1,0,1.4,0.6,1.005,0.0
Northwest Territories,2021-01-23,31,0,0,0,0,0,21.8,17.5,0.0,0.0
Northwest Territories,2021-01-24,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Ontario,2021-01-24,258360,1789,6065,52,1480,45,1.7,0.0,2.347,2.907
British Columbia,2021-01-24,64756,359,1128,0,315,0,2.3,0.0,1.742,0.0
Nunavut,2021-01-24,280,13,1,0,0,0,11.3,0.0,0.357,0.0
Yukon,2021-01-24,83,0,1,0,0,0,9.2,0.0,1.205,0.0
Nova Scotia,2021-01-24,1571,1,65,0,0,0,0.8,0.0,4.137,0.0
Manitoba,2021-01-24,28735,224,812,2,272,6,1.9,0.0,2.826,0.893
Newfoundland and Labrador,2021-01-24,398,0,4,0,1,0,1.4,0.0,1.005,0.0
New Brunswick,2021-01-24,1124,20,13,0,5,0,1.5,0.0,1.157,0.0
Prince Edward Island,2021-01-24,110,0,0,0,0,0,3.2,0.0,0.0,0.0
Manitoba,2021-01-25,28866,131,818,6,272,0,1.9,0.0,2.834,4.58
Saskatchewan,2021-01-25,22416,239,254,1,202,6,2.0,0.0,1.133,0.418
Yukon,2021-01-25,83,0,1,0,0,0,9.2,0.0,1.205,0.0
Newfoundland and Labrador,2021-01-25,398,0,4,0,1,0,1.4,0.0,1.005,0.0
Nunavut,2021-01-25,282,2,1,0,0,0,11.3,0.0,0.355,0.0
British Columbia,2021-01-25,65090,334,1154,26,328,13,2.3,0.0,1.773,7.784
Prince Edward Island,2021-01-25,110,0,0,0,0,0,3.2,0.0,0.0,0.0
New Brunswick,2021-01-25,1151,27,14,1,6,1,1.5,0.0,1.216,3.704
Nova Scotia,2021-01-25,1571,0,65,0,0,0,0.8,0.0,4.137,0.0
Northwest Territories,2021-01-25,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Nova Scotia,2021-01-26,1572,1,65,0,0,0,0.8,0.0,4.135,0.0
Northwest Territories,2021-01-26,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Saskatchewan,2021-01-26,22646,230,268,14,208,6,2.0,0.0,1.183,6.087
Newfoundland and Labrador,2021-01-26,398,0,4,0,1,0,1.4,0.0,1.005,0.0
Yukon,2021-01-26,83,0,1,0,0,0,9.2,0.0,1.205,0.0
Quebec,2021-01-26,248129,1176,9068,24,1325,4,2.5,0.0,3.655,2.041
Nunavut,2021-01-26,282,0,1,0,0,0,11.3,0.0,0.355,0.0
Prince Edward Island,2021-01-26,110,0,0,0,0,0,3.2,0.0,0.0,0.0
New Brunswick,2021-01-26,1161,10,14,0,7,1,1.5,0.0,1.206,0.0
Nunavut,2021-01-27,282,0,1,0,0,0,11.3,0.0,0.355,0.0
Manitoba,2021-01-27,29018,88,829,6,281,11,1.9,0.0,2.857,6.818
Nova Scotia,2021-01-27,1576,4,65,0,0,0,0.8,0.0,4.124,0.0
Yukon,2021-01-27,83,0,1,0,0,0,9.2,0.0,1.205,0.0
Prince Edward Island,2021-01-27,110,0,0,0,0,0,3.2,0.0,0.0,0.0
Saskatchewan,2021-01-27,22794,148,274,6,220,12,2.0,0.0,1.202,4.054
Newfoundland and Labrador,2021-01-27,400,2,4,0,1,0,1.4,0.0,1.0,0.0
Northwest Territories,2021-01-27,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Yukon,2021-01-28,83,0,1,0,0,0,9.2,0.0,1.205,0.0
Newfoundland and Labrador,2021-01-28,404,4,4,0,1,0,1.4,0.0,0.99,0.0
Northwest Territories,2021-01-28,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Nova Scotia,2021-01-28,1576,0,65,0,1,1,0.8,0.0,4.124,0.0
Prince Edward Island,2021-01-28,111,1,0,0,0,0,3.2,0.0,0.0,0.0
Nunavut,2021-01-28,283,1,1,0,0,0,11.3,0.0,0.353,0.0
Northwest Territories,2021-01-29,31,0,0,0,0,0,21.8,0.0,0.0,0.0
Prince Edward Island,2021-01-29,111,0,0,0,0,0,3.2,0.0,0.0,0.0
Alberta,2021-01-29,123564,388,1631,11,594,3,2.0,0.0,1.32,2.835
Saskatchewan,2021-01-29,23366,328,292,7,218,10,2.0,0.0,1.25,2.134
Yukon,2021-01-29,83,0,1,0,0,0,9.2,0.0,1.205,0.0
New Brunswick,2021-01-29,1218,16,17,1,4,0,1.5,0.0,1.396,6.25
Nunavut,2021-01-29,283,0,1,0,0,0,11.3,0.0,0.353,0.0
Nova Scotia,2021-01-29,1577,1,65,0,1,0,0.8,0.0,4.122,0.0
Newfoundland and Labrador,2021-01-29,408,4,4,0,1,0,1.4,0.0,0.98,0.0
British Columbia,2021-01-29,67070,418,1189,5,292,1,2.3,0.0,1.773,1.196
Nova Scotia,2021-01-30,1580,3,65,0,1,0,1.2,0.4,4.114,0.0
Manitoba,2021-01-30,29479,161,836,2,275,3,2.3,0.4,2.836,1.242
Nunavut,2021-01-30,284,1,1,0,0,0,13.9,2.6,0.352,0.0
Ontario,2021-01-30,269345,1659,6385,55,1185,1,1.8,0.1,2.371,3.315
Yukon,2021-01-30,83,0,1,0,0,0,17.1,7.9,1.205,0.0
Prince Edward Island,2021-01-30,111,0,0,0,0,0,3.2,0.0,0.0,0.0
Newfoundland and Labrador,2021-01-30,408,0,4,0,1,0,1.6,0.2,0.98,0.0
British Columbia,2021-01-30,67548,478,1189,0,292,0,2.6,0.3,1.76,0.0
Northwest Territories,2021-01-30,31,0,0,0,0,0,28.2,6.4,0.0,0.0
British Columbia,2021-01-31,67843,295,1189,0,292,0,2.6,0.0,1.753,0.0
Newfoundland and Labrador,2021-01-31,408,0,4,0,1,0,1.6,0.0,0.98,0.0
Yukon,2021-01-31,83,0,1,0,0,0,17.1,0.0,1.205,0.0
Prince Edward Island,2021-01-31,111,0,0,0,0,0,3.2,0.0,0.0,0.0
Nunavut,2021-01-31,294,10,1,0,0,0,13.9,0.0,0.34,0.0
Northwest Territories,2021-01-31,31,0,0,0,0,0,28.2,0.0,0.0,0.0
Ontario,2021-01-31,270798,1453,6427,42,1195,10,1.8,0.0,2.373,2.891
Nova Scotia,2021-01-31,1580,0,65,0,1,0,1.2,0.0,4.114,0.0
New Brunswick,2021-01-31,1255,25,18,0,4,1,1.6,0.0,1.434,0.0
Quebec,2021-02-01,255466,916,9280,34,1144,8,2.8,0.0,3.633,3.712
Prince Edward Island,2021-02-01,113,2,0,0,0,0,3.2,0.0,0.0,0.0
Nova Scotia,2021-02-01,1581,1,65,0,1,0,1.2,0.0,4.111,0.0
Northwest Territories,2021-02-01,31,0,0,0,0,0,28.2,0.0,0.0,0.0
Nunavut,2021-02-01,294,0,1,0,0,0,13.9,0.0,0.34,0.0
Yukon,2021-02-01,83,0,1,0,0,0,17.1,0.0,1.205,0.0
Newfoundland and Labrador,2021-02-01,408,0,4,0,1,0,1.6,0.0,0.98,0.0
Prince Edward Island,2021-02-02,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Alberta,2021-02-02,125119,456,1671,11,556,0,2.0,0.0,1.336,2.412
Nova Scotia,2021-02-02,1582,1,65,0,1,0,1.2,0.0,4.109,0.0
Nunavut,2021-02-02,294,0,1,0,0,0,13.9,0.0,0.34,0.0
Ontario,2021-02-02,273502,1445,6516,48,1104,32,1.8,0.0,2.382,3.322
British Columbia,2021-02-02,68642,402,1218,8,294,5,2.6,0.0,1.774,1.99
Northwest Territories,2021-02-02,32,1,0,0,0,0,28.2,0.0,0.0,0.0
Yukon,2021-02-02,83,0,1,0,0,0,17.1,0.0,1.205,0.0
Saskatchewan,2021-02-02,24236,225,314,8,238,36,2.3,0.0,1.296,3.556
Newfoundland and Labrador,2021-02-02,408,0,4,0,1,0,1.6,0.0,0.98,0.0
New Brunswick,2021-02-03,1302,14,18,0,5,3,1.6,0.0,1.382,0.0
Nova Scotia,2021-02-03,1583,1,65,0,1,0,1.2,0.0,4.106,0.0
Yukon,2021-02-03,83,0,1,0,0,0,17.1,0.0,1.205,0.0
Nunavut,2021-02-03,294,0,1,0,0,0,13.9,0.0,0.34,0.0
Newfoundland and Labrador,2021-02-03,410,2,4,0,1,0,1.6,0.0,0.976,0.0
Prince Edward Island,2021-02-03,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Northwest Territories,2021-02-03,32,0,0,0,0,0,28.2,0.0,0.0,0.0
Manitoba,2021-02-03,29885,113,848,3,260,6,2.3,0.0,2.838,2.655
Yukon,2021-02-04,83,0,1,0,0,0,17.1,0.0,1.205,0.0
New Brunswick,2021-02-04,1318,16,18,0,5,0,1.6,0.0,1.366,0.0
Nunavut,2021-02-04,296,2,1,0,0,0,13.9,0.0,0.338,0.0
Northwest Territories,2021-02-04,32,0,0,0,0,0,28.2,0.0,0.0,0.0
Nova Scotia,2021-02-04,1584,1,65,0,1,0,1.2,0.0,4.104,0.0
Prince Edward Island,2021-02-04,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Manitoba,2021-02-05,30082,101,856,7,115,6,2.3,0.0,2.846,6.931
Saskatchewan,2021-02-05,24946,266,332,3,224,8,2.3,0.0,1.331,1.128
Yukon,2021-02-05,83,0,1,0,0,0,17.1,0.0,1.205,0.0
Newfoundland and Labrador,2021-02-05,412,1,4,0,0,0,1.6,0.0,0.971,0.0
Nunavut,2021-02-05,296,0,1,0,0,0,13.9,0.0,0.338,0.0
Prince Edward Island,2021-02-05,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Nova Scotia,2021-02-05,1584,0,65,0,1,0,1.2,0.0,4.104,0.0
New Brunswick,2021-02-05,1325,7,18,0,6,1,1.6,0.0,1.358,0.0
Northwest Territories,2021-02-05,32,0,0,0,0,0,28.2,0.0,0.0,0.0
British Columbia,2021-02-06,70517,483,1246,0,253,0,2.7,0.1,1.767,0.0
Newfoundland and Labrador,2021-02-06,415,3,4,0,0,0,1.7,0.1,0.964,0.0
Nunavut,2021-02-06,299,3,1,0,0,0,14.9,1.0,0.334,0.0
Yukon,2021-02-06,84,1,1,0,0,0,24.2,7.1,1.19,0.0
Northwest Territories,2021-02-06,32,0,0,0,0,0,29.5,1.3,0.0,0.0
New Brunswick,2021-02-06,1337,12,20,2,8,2,1.7,0.1,1.496,16.667
Prince Edward Island,2021-02-06,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Prince Edward Island,2021-02-07,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Ontario,2021-02-07,280230,1105,6663,20,986,36,1.9,0.0,2.378,1.81
Saskatchewan,2021-02-07,25403,194,339,3,211,4,2.5,0.0,1.334,1.546
Manitoba,2021-02-07,30246,78,862,2,105,4,2.4,0.0,2.85,2.564
Nova Scotia,2021-02-07,1585,1,65,0,0,0,1.3,0.0,4.101,0.0
Yukon,2021-02-07,84,0,1,0,0,0,24.2,0.0,1.19,0.0
Newfoundland and Labrador,2021-02-07,416,1,4,0,0,0,1.7,0.0,0.962,0.0
Northwest Territories,2021-02-07,32,0,0,0,0,0,29.5,0.0,0.0,0.0
Nunavut,2021-02-07,299,0,1,0,0,0,14.9,0.0,0.334,0.0
British Columbia,2021-02-07,70863,346,1246,0,253,0,2.7,0.0,1.758,0.0
New Brunswick,2021-02-08,1346,2,20,0,7,0,1.7,0.0,1.486,0.0
Newfoundland and Labrador,2021-02-08,427,11,4,0,0,0,1.7,0.0,0.937,0.0
Saskatchewan,2021-02-08,25574,171,341,2,214,3,2.5,0.0,1.333,1.17
Nunavut,2021-02-08,299,0,1,0,0,0,14.9,0.0,0.334,0.0
Yukon,2021-02-08,84,0,1,0,0,0,24.2,0.0,1.19,0.0
Manitoba,2021-02-08,30296,50,865,3,105,0,2.4,0.0,2.855,6.0
Prince Edward Island,2021-02-08,113,0,0,0,0,0,3.2,0.0,0.0,0.0
Northwest Territories,2021-02-08,32,0,0,0,0,0,29.5,0.0,0.0,0.0
Quebec,2021-02-08,262776,821,9469,24,969,6,3.0,0.0,3.603,2.923
Nova Scotia,2021-02-08,1586,1,65,0,0,0,1.3,0.0,4.098,0.0
Newfoundland and Labrador,2021-02-09,457,30,4,0,0,0,1.7,0.0,0.875,0.0
Yukon,2021-02-09,84,0,1,0,0,0,24.2,0.0,1.19,0.0
Northwest Territories,2021-02-09,33,1,0,0,0,0,29.5,0.0,0.0,0.0
Nunavut,2021-02-09,299,0,1,0,0,0,14.9,0.0,0.334,0.0
Nova Scotia,2021-02-09,1587,1,65,0,0,0,1.3,0.0,4.096,0.0
Prince Edward Island,2021-02-09,114,1,0,0,0,0,3.2,0.0,0.0,0.0
British Columbia,2021-02-09,71730,474,1263,4,241,7,2.7,0.0,1.761,0.844
New Brunswick,2021-02-09,1361,15,21,1,7,0,1.7,0.0,1.543,6.667
Northwest Territories,2021-02-10,34,1,0,0,0,0,29.5,0.0,0.0,0.0
Nunavut,2021-02-10,300,1,1,0,0,0,14.9,0.0,0.333,0.0
Newfoundland and Labrador,2021-02-10,510,53,4,0,0,0,1.7,0.0,0.784,0.0
Nova Scotia,2021-02-10,1588,1,65,0,0,0,1.3,0.0,4.093,0.0
Prince Edward Island,2021-02-10,114,0,0,0,0,0,3.2,0.0,0.0,0.0
Yukon,2021-02-10,84,0,1,0,0,0,24.2,0.0,1.19,0.0
Yukon,2021-02-11,84,0,1,0,0,0,24.2,0.0,1.19,0.0
Newfoundland and Labrador,2021-02-11,610,100,4,0,0,0,1.7,0.0,0.656,0.0
New Brunswick,2021-02-11,1376,2,22,1,6,0,1.7,0.0,1.599,50.0
Nunavut,2021-02-11,303,3,1,0,0,0,14.9,0.0,0.33,0.0
Prince Edward Island,2021-02-11,114,0,0,0,0,0,3.2,0.0,0.0,0.0
Northwest Territories,2021-02-11,38,4,0,0,0,0,29.5,0.0,0.0,0.0
Nova Scotia,2021-02-11,1590,2,65,0,0,0,1.3,0.0,4.088,0.0
Northwest Territories,2021-02-12,38,0,0,0,0,0,29.5,0.0,0.0,0.0
New Brunswick,2021-02-12,1381,5,22,0,6,0,1.7,0.0,1.593,0.0
Nunavut,2021-02-12,303,0,1,0,0,0,14.9,0.0,0.33,0.0
Saskatchewan,2021-02-12,26145,188,350,2,182,0,2.5,0.0,1.339,1.064
Prince Edward Island,2021-02-12,114,0,0,0,0,0,3.2,0.0,0.0,0.0
Newfoundland and Labrador,2021-02-12,660,50,4,0,0,0,1.7,0.0,0.606,0.0
British Columbia,2021-02-12,73060,450,1288,10,226,2,2.7,0.0,1.763,2.222
Nova Scotia,2021-02-12,1590,0,65,0,0,0,1.3,0.0,4.088,0.0
Yukon,2021-02-12,85,1,1,0,0,0,24.2,0.0,1.176,0.0
Yukon,2021-02-13,86,1,1,0,0,0,24.4,0.2,1.163,0.0
New Brunswick,2021-02-13,1397,16,22,0,7,1,1.7,0.0,1.575,0.0
Saskatchewan,2021-02-13,26389,244,354,4,187,5,2.8,0.3,1.341,1.639
Newfoundland and Labrador,2021-02-13,686,26,4,0,0,0,1.9,0.2,0.583,0.0
Northwest Territories,2021-02-13,38,0,0,0,0,0,31.2,1.7,0.0,0.0
British Columbia,2021-02-13,73508,448,1288,0,226,0,2.9,0.2,1.752,0.0
Prince Edward Island,2021-02-13,114,0,0,0,0,0,3.5,0.3,0.0,0.0
Nova Scotia,2021-02-13,1592,2,65,0,0,0,1.5,0.2,4.083,0.0
Ontario,2021-02-13,287025,997,6816,15,780,27,2.0,0.1,2.375,1.505
Nunavut,2021-02-13,308,5,1,0,0,0,16.5,1.6,0.325,0.0
Northwest Territories,2021-02-14,38,0,0,0,0,0,31.2,0.0,0.0,0.0
Prince Edward Island,2021-02-14,114,0,0,0,0,0,3.5,0.0,0.0,0.0
Newfoundland and Labrador,2021-02-14,697,11,4,0,0,0,1.9,0.0,0.574,0.0
Nova Scotia,2021-02-14,1593,1,65,0,0,0,1.5,0.0,4.08,0.0
British Columbia,2021-02-14,73868,360,1288,0,226,0,2.9,0.0,1.744,0.0
Nunavut,2021-02-14,311,3,1,0,0,0,16.5,0.0,0.322,0.0
Ontario,2021-02-14,287958,933,6844,28,782,2,2.0,0.0,2.377,3.001
Yukon,2021-02-14,86,0,1,0,0,0,24.4,0.0,1.163,0.0
British Columbia,2021-02-15,74190,322,1288,0,226,0,2.9,0.0,1.736,0.0
Manitoba,2021-02-15,30844,78,886,1,84,0,2.5,0.0,2.873,1.282
Nunavut,2021-02-15,318,7,1,0,0,0,16.5,0.0,0.314,0.0
Nova Scotia,2021-02-15,1594,1,65,0,0,0,1.5,0.0,4.078,0.0
Yukon,2021-02-15,86,0,1,0,0,0,24.4,0.0,1.163,0.0
Newfoundland and Labrador,2021-02-15,704,7,4,0,1,1,1.9,0.0,0.568,0.0
Prince Edward Island,2021-02-15,114,0,0,0,0,0,3.5,0.0,0.0,0.0
New Brunswick,2021-02-15,1400,1,23,1,6,0,1.7,0.0,1.643,100.0
Alberta,2021-02-15,129208,260,1791,9,356,5,2.1,0.0,1.386,3.462
Northwest Territories,2021-02-15,38,0,0,0,0,0,31.2,0.0,0.0,0.0
Saskatchewan,2021-02-15,26693,143,354,0,183,0,2.8,0.0,1.326,0.0
Saskatchewan,2021-02-16,26829,136,357,3,184,1,2.8,0.0,1.331,2.206
Northwest Territories,2021-02-16,38,0,0,0,0,0,31.2,0.0,0.0,0.0
Prince Edward Island,2021-02-16,114,0,0,0,0,0,3.5,0.0,0.0,0.0
New Brunswick,2021-02-16,1403,3,24,1,6,0,1.7,0.0,1.711,33.333
Newfoundland and Labrador,2021-02-16,711,7,4,0,1,0,1.9,0.0,0.563,0.0
Nova Scotia,2021-02-16,1597,3,65,0,0,0,1.5,0.0,4.07,0.0
Alberta,2021-02-16,129494,286,1798,7,365,9,2.1,0.0,1.388,2.448
British Columbia,2021-02-16,74582,392,1314,26,231,5,2.9,0.0,1.762,6.633
Ontario,2021-02-16,289819,1000,6881,19,763,37,2.0,0.0,2.374,1.9
Yukon,2021-02-16,86,0,1,0,0,0,24.4,0.0,1.163,0.0
Nunavut,2021-02-16,323,5,1,0,0,0,16.5,0.0,0.31,0.0
Manitoba,2021-02-16,30959,115,888,2,86,2,2.5,0.0,2.868,1.739
British Columbia,2021-02-17,75200,618,1317,3,232,1,2.9,0.0,1.751,0.485
Prince Edward Island,2021-02-17,114,0,0,0,0,0,3.5,0.0,0.0,0.0
Nova Scotia,2021-02-17,1600,3,65,0,0,0,1.5,0.0,4.062,0.0
Yukon,2021-02-17,86,0,1,0,0,0,24.4,0.0,1.163,0.0
Nunavut,2021-02-17,324,1,1,0,0,0,16.5,0.0,0.309,0.0
Newfoundland and Labrador,2021-02-17,755,44,4,0,1,0,1.9,0.0,0.53,0.0
New Brunswick,2021-02-17,1406,3,24,0,6,0,1.7,0.0,1.707,0.0
Northwest Territories,2021-02-17,42,4,0,0,0,0,31.2,0.0,0.0,0.0
Alberta,2021-02-17,129914,420,1805,7,370,5,2.1,0.0,1.389,1.667
Manitoba,2021-02-17,31037,78,889,1,89,3,2.5,0.0,2.864,1.282
Northwest Territories,2021-02-18,42,0,0,0,0,0,31.2,0.0,0.0,0.0
Nova Scotia,2021-02-18,1602,2,65,0,0,0,1.5,0.0,4.057,0.0
Yukon,2021-02-18,86,0,1,0,0,0,24.4,0.0,1.163,0.0
Nunavut,2021-02-18,330,6,1,0,0,0,16.5,0.0,0.303,0.0
Newfoundland and Labrador,2021-02-18,803,48,4,0,2,1,1.9,0.0,0.498,0.0
Prince Edward Island,2021-02-18,115,1,0,0,0,0,3.5,0.0,0.0,0.0
Ontario,2021-02-18,292117,1198,6929,18,709,14,2.0,0.0,2.372,1.503
Nova Scotia,2021-02-19,1604,2,65,0,0,0,1.5,0.0,4.052,0.0
Yukon,2021-02-19,86,0,1,0,0,0,24.4,0.0,1.163,0.0
Nunavut,2021-02-19,332,2,1,0,0,0,16.5,0.0,0.301,0.0
Prince Edward Island,2021-02-19,115,0,0,0,0,0,3.5,0.0,0.0,0.0
Newfoundland and Labrador,2021-02-19,863,60,4,0,2,0,1.9,0.0,0.463,0.0
New Brunswick,2021-02-19,1416,6,24,0,6,1,1.7,0.0,1.695,0.0
Northwest Territories,2021-02-19,42,0,0,0,0,0,31.2,0.0,0.0,0.0
Northwest Territories,2021-02-20,42,0,0,0,0,0,33.4,2.2,0.0,0.0
Ontario,2021-02-20,294487,1149,6962,16,709,2,2.2,0.2,2.364,1.393
British Columbia,2021-02-20,76763,492,1327,0,217,0,3.1,0.2,1.729,0.0
Nunavut,2021-02-20,338,6,1,0,0,0,17.7,1.2,0.296,0.0
Newfoundland and Labrador,2021-02-20,901,38,4,0,2,0,2.0,0.1,0.444,0.0
Yukon,2021-02-20,86,0,1,0,0,0,24.6,0.2,1.163,0.0
Prince Edward Island,2021-02-20,115,0,0,0,0,0,3.9,0.4,0.0,0.0
Nova Scotia,2021-02-20,1608,4,65,0,0,0,1.5,0.0,4.042,0.0
Newfoundland and Labrador,2021-02-21,926,25,4,0,3,1,2.0,0.0,0.432,0.0
British Columbia,2021-02-21,77217,454,1327,0,217,0,3.1,0.0,1.719,0.0
Nova Scotia,2021-02-21,1609,1,65,0,0,0,1.5,0.0,4.04,0.0
Ontario,2021-02-21,295476,989,6976,14,724,15,2.2,0.0,2.361,1.416
Northwest Territories,2021-02-21,42,0,0,0,0,0,33.4,0.0,0.0,0.0
Yukon,2021-02-21,86,0,1,0,0,0,24.6,0.0,1.163,0.0
Saskatchewan,2021-02-21,27620,182,372,4,176,5,3.2,0.0,1.347,2.198
Nunavut,2021-02-21,339,1,1,0,0,0,17.7,0.0,0.295,0.0
Prince Edward Island,2021-02-21,115,0,0,0,0,0,3.9,0.0,0.0,0.0
Prince Edward Island,2021-02-22,115,0,0,0,0,0,3.9,0.0,0.0,0.0
Northwest Territories,2021-02-22,42,0,0,0,0,0,33.4,0.0,0.0,0.0
Nova Scotia,2021-02-22,1610,1,65,0,0,0,1.5,0.0,4.037,0.0
British Columbia,2021-02-22,77715,498,1335,8,223,6,3.1,0.0,1.718,1.606
New Brunswick,2021-02-22,1424,1,26,1,2,0,1.9,0.0,1.826,100.0
Nunavut,2021-02-22,351,12,1,0,0,0,17.7,0.0,0.285,0.0
Quebec,2021-02-22,274574,794,9700,11,689,3,4.0,0.0,3.533,1.385
Yukon,2021-02-22,86,0,1,0,0,0,24.6,0.0,1.163,0.0
Newfoundland and Labrador,2021-02-22,939,13,4,0,5,2,2.0,0.0,0.426,0.0
Manitoba,2021-02-22,31489,104,898,2,78,1,2.6,0.0,2.852,1.923
Alberta,2021-02-22,131501,277,1853,10,324,3,2.3,0.0,1.409,3.61
Saskatchewan,2021-02-22,27797,177,372,0,177,1,3.2,0.0,1.338,0.0
Newfoundland and Labrador,2021-02-23,954,15,4,0,5,0,2.0,0.0,0.419,0.0
Prince Edward Island,2021-02-23,115,0,0,0,0,0,3.9,0.0,0.0,0.0
Alberta,2021-02-23,131926,425,1866,13,326,2,2.3,0.0,1.414,3.059
New Brunswick,2021-02-23,1424,0,26,0,2,0,1.9,0.0,1.826,0.0
Northwest Territories,2021-02-23,42,0,0,0,0,0,33.4,0.0,0.0,0.0
Yukon,2021-02-23,86,0,1,0,0,0,24.6,0.0,1.163,0.0
Ontario,2021-02-23,297507,1126,7008,18,698,15,2.2,0.0,2.356,1.599
Manitoba,2021-02-23,31550,61,899,1,85,7,2.6,0.0,2.849,1.639
Nunavut,2021-02-23,351,0,1,0,0,0,17.7,0.0,0.285,0.0
Nova Scotia,2021-02-23,1613,3,65,0,0,0,1.5,0.0,4.03,0.0
British Columbia,2021-02-23,78235,520,1336,1,238,15,3.1,0.0,1.708,0.192
New Brunswick,2021-02-24,1426,2,26,0,2,0,1.9,0.0,1.823,0.0
Nova Scotia,2021-02-24,1616,3,65,0,0,0,1.5,0.0,4.022,0.0
Northwest Territories,2021-02-24,42,0,0,0,0,0,33.4,0.0,0.0,0.0
Nunavut,2021-02-24,351,0,1,0,0,0,17.7,0.0,0.285,0.0
Yukon,2021-02-24,86,0,1,0,0,0,24.6,0.0,1.163,0.0
Prince Edward Island,2021-02-24,117,2,0,0,0,0,3.9,0.0,0.0,0.0
Newfoundland and Labrador,2021-02-24,962,8,5,1,6,1,2.0,0.0,0.52,12.5
New Brunswick,2021-02-25,1427,1,26,0,2,0,1.9,0.0,1.822,0.0
